USER_ID,EDAD,GENERO,ESTADO_CIVIL,CARRO,PRECIO_POLIZA
2074,47,FEMENINO,SOLTERO,Toyota Hilux 2013,8825000
2075,45,FEMENINO,SOLTERO,Volkswagen Gol 2017,3675000
2076,59,MASCULINO,SOLTERO,Volkswagen Golf 2015,5725000
2077,43,FEMENINO,SOLTERO,Volkswagen Gol 2015,3625000
2078,31,MASCULINO,SOLTERO,Renault Logan 2014,4000000
2079,50,FEMENINO,CASADO,Ford Explorer 2013,10825000
2080,34,MASCULINO,SOLTERO,Kia Sorento 2010,8250000
2081,31,FEMENINO,CASADO,Kia Rio 2015,4375000
2082,40,MASCULINO,CASADO,Mazda Tres 2014,5600000
2083,42,FEMENINO,CASADO,Ford Explorer 2013,10825000
2084,31,MASCULINO,SOLTERO,Ford Explorer 2012,10800000
2085,32,MASCULINO,CASADO,Volkswagen Golf 2012,5650000
2086,23,FEMENINO,CASADO,Volkswagen Golf 2019,5825000
2087,36,MASCULINO,SOLTERO,Volkswagen Beetle 2014,5850000
2088,27,FEMENINO,SOLTERO,Renault Sandero 2017,3925000
2091,46,FEMENINO,SOLTERO,Volkswagen Gol 2015,3625000
2092,39,FEMENINO,CASADO,Kia Sportage 2016,6300000
2093,21,MASCULINO,CASADO,Kia Cerato 2017,5425000
2094,59,MASCULINO,SOLTERO,Renault Sandero 2014,3850000
2095,53,FEMENINO,CASADO,Kia Picanto 2015,3525000
2096,34,FEMENINO,SOLTERO,Volkswagen Golf 2016,5750000
2097,46,MASCULINO,CASADO,Toyota Hilux 2013,8825000
2098,54,MASCULINO,CASADO,Kia Cerato 2016,5400000
2099,54,FEMENINO,CASADO,Mazda Allegro 2016,2650000
2100,27,MASCULINO,CASADO,Toyota Fortuner 2014,8850000
2101,47,FEMENINO,SOLTERO,Kia Cerato 2012,5300000
2102,36,FEMENINO,CASADO,Mazda Allegro 2015,2625000
2103,41,FEMENINO,SOLTERO,Toyota 4Runner 2015,10875000
2104,47,FEMENINO,CASADO,Nissan Frontier 2014,5350000
2105,45,MASCULINO,CASADO,Kia Sorento 2014,8350000
2106,45,MASCULINO,CASADO,Nissan X-trail 2019,6975000
2107,44,FEMENINO,CASADO,Kia Cerato 2013,5325000
2108,44,FEMENINO,CASADO,Ford Fiesta 2009,4725000
2109,48,FEMENINO,CASADO,Volkswagen Beetle 2016,5900000
2110,40,MASCULINO,SOLTERO,Mazda Allegro 2015,2625000
2111,34,MASCULINO,CASADO,Renault Twingo 2014,2950000
2112,48,MASCULINO,CASADO,Toyota Prado 2014,13850000
2113,36,FEMENINO,SOLTERO,Nissan Pathfinder 2015,8375000
2114,40,FEMENINO,CASADO,Renault Twingo 2016,3000000
2115,46,FEMENINO,CASADO,Mazda CX5 2016,7900000
2116,39,MASCULINO,SOLTERO,Renault Sandero 2015,3875000
2117,37,MASCULINO,SOLTERO,Volkswagen Amarok 2016,6650000
2118,37,FEMENINO,SOLTERO,Mazda CX5 2014,7850000
2119,49,MASCULINO,SOLTERO,Mazda Allegro 2011,2525000
2120,46,FEMENINO,SOLTERO,Renault Duster 2011,4025000
2121,27,MASCULINO,SOLTERO,Renault Clio 2015,3025000
2122,38,MASCULINO,CASADO,Kia Picanto 2016,3550000
2123,33,FEMENINO,CASADO,Renault Sandero 2014,3850000
2124,49,MASCULINO,CASADO,Ford Fiesta 2013,4825000
2125,37,MASCULINO,CASADO,Mazda BT-50 2017,2475000
2126,23,FEMENINO,SOLTERO,Volkswagen Jetta 2015,6125000
2127,35,MASCULINO,CASADO,Chevrolet Aveo 2014,3100000
2128,40,FEMENINO,CASADO,Mazda Seis 2015,7375000
2129,42,MASCULINO,SOLTERO,Chevrolet Aveo 2014,3100000
2130,42,MASCULINO,SOLTERO,Mazda Tres 2012,5550000
2131,25,MASCULINO,SOLTERO,Mazda Tres 2017,5675000
2132,50,MASCULINO,SOLTERO,Kia Sorento 2017,8425000
2133,44,FEMENINO,SOLTERO,Mazda CX5 2011,7775000
2134,56,MASCULINO,CASADO,Renault Sandero 2012,3800000
2135,33,FEMENINO,CASADO,Volkswagen Gol 2019,3725000
2136,22,FEMENINO,CASADO,Mazda Tres 2014,5600000
2137,44,FEMENINO,SOLTERO,Chevrolet Spark GT 2014,3600000
2138,29,FEMENINO,CASADO,Toyota Hilux 2015,8875000
2139,38,FEMENINO,SOLTERO,Toyota Prado 2012,13800000
2140,67,FEMENINO,CASADO,Ford Ranger 2015,7875000
2141,49,FEMENINO,CASADO,Kia Sorento 2014,8350000
2142,34,FEMENINO,SOLTERO,Volkswagen Jetta 2015,6125000
2143,38,FEMENINO,CASADO,Ford Ranger 2014,7850000
2144,35,MASCULINO,SOLTERO,Kia Cerato 2013,5325000
2146,33,FEMENINO,CASADO,Nissan Frontier 2017,5425000
2147,31,FEMENINO,SOLTERO,Ford Explorer 2013,10825000
2148,45,FEMENINO,SOLTERO,Chevrolet Aveo 2010,3000000
2149,35,FEMENINO,CASADO,Chevrolet Aveo 2011,3025000
2150,64,FEMENINO,SOLTERO,Mazda Seis 2013,7325000
2151,31,MASCULINO,CASADO,Kia Sorento 2015,8375000
2152,29,FEMENINO,CASADO,Kia Sportage 2016,6300000
2153,40,MASCULINO,SOLTERO,Volkswagen Beetle 2020,6000000
2154,40,FEMENINO,SOLTERO,Toyota Corolla 2014,5700000
2155,40,FEMENINO,CASADO,Toyota Corolla 2016,5750000
2156,44,MASCULINO,CASADO,Ford Explorer 2016,10900000
2157,31,MASCULINO,SOLTERO,Toyota Corolla 2014,5700000
2158,50,MASCULINO,SOLTERO,Volkswagen Gol 2016,3650000
2159,43,FEMENINO,CASADO,Toyota 4Runner 2013,10825000
2160,22,FEMENINO,CASADO,Volkswagen Beetle 2016,5900000
2161,42,MASCULINO,SOLTERO,Volkswagen Beetle 2011,5775000
2162,24,MASCULINO,CASADO,Renault Logan 2012,3950000
2163,29,MASCULINO,CASADO,Mazda CX5 2014,7850000
2164,38,MASCULINO,SOLTERO,Volkswagen Gol 2018,3700000
2165,44,FEMENINO,SOLTERO,Kia Picanto 2017,3575000
2167,34,MASCULINO,CASADO,Volkswagen Gol 2017,3675000
2168,35,MASCULINO,CASADO,Volkswagen Gol 2015,3625000
2169,40,MASCULINO,SOLTERO,Volkswagen Jetta 2016,6150000
2171,54,FEMENINO,SOLTERO,Volkswagen Jetta 2015,6125000
2172,31,FEMENINO,CASADO,Kia Cerato 2017,5425000
2173,52,MASCULINO,SOLTERO,Toyota Fortuner 2018,8950000
2174,38,FEMENINO,SOLTERO,Toyota Prado 2013,13825000
2175,42,FEMENINO,CASADO,Nissan X-trail 2013,6825000
2176,46,FEMENINO,CASADO,Nissan Pathfinder 2017,8425000
2177,27,MASCULINO,SOLTERO,Chevrolet Optra 2015,3275000
2178,37,MASCULINO,CASADO,Volkswagen Beetle 2010,5750000
2179,42,FEMENINO,CASADO,Volkswagen Jetta 2015,6125000
2180,30,MASCULINO,CASADO,Ford Fiesta 2014,4850000
2181,31,MASCULINO,SOLTERO,Chevrolet Optra 2015,3275000
2182,35,FEMENINO,CASADO,Kia Cerato 2018,5450000
2183,46,FEMENINO,SOLTERO,Kia Cerato 2018,5450000
2184,43,FEMENINO,SOLTERO,Nissan March 2018,4200000
2185,38,MASCULINO,CASADO,Toyota Corolla 2018,5800000
2186,43,FEMENINO,SOLTERO,Kia Picanto 2014,3500000
2187,53,FEMENINO,CASADO,Kia Picanto 2014,3500000
2188,36,MASCULINO,CASADO,Volkswagen Amarok 2014,6600000
2189,40,FEMENINO,CASADO,Volkswagen Golf 2013,5675000
2190,30,FEMENINO,SOLTERO,Chevrolet Captiva 2016,6050000
2191,31,FEMENINO,CASADO,Chevrolet Aveo 2010,3000000
2192,36,FEMENINO,CASADO,Kia Picanto 2014,3500000
2193,45,MASCULINO,SOLTERO,Volkswagen Gol 2017,3675000
2194,36,FEMENINO,CASADO,Volkswagen Jetta 2014,6100000
2195,43,MASCULINO,SOLTERO,Kia Rio 2013,4325000
2196,49,FEMENINO,SOLTERO,Ford Fiesta 2014,4850000
2197,38,FEMENINO,SOLTERO,Toyota Hilux 2016,8900000
2198,45,MASCULINO,SOLTERO,Mazda Seis 2017,7425000
2200,29,MASCULINO,CASADO,Chevrolet Sail 2016,3650000
2201,28,MASCULINO,SOLTERO,Volkswagen Gol 2019,3725000
2203,63,FEMENINO,CASADO,Volkswagen Jetta 2013,6075000
2204,31,MASCULINO,SOLTERO,Toyota Hilux 2013,8825000
2205,45,MASCULINO,CASADO,Volkswagen Beetle 2015,5875000
2206,45,MASCULINO,SOLTERO,Nissan Pathfinder 2016,8400000
2207,38,MASCULINO,CASADO,Mazda Seis 2011,7275000
2208,23,MASCULINO,CASADO,Mazda BT-50 2015,2425000
2209,40,MASCULINO,SOLTERO,Kia Sorento 2016,8400000
2210,37,MASCULINO,SOLTERO,Chevrolet Captiva 2015,6025000
2211,51,FEMENINO,CASADO,Nissan Pathfinder 2010,8250000
2212,43,MASCULINO,SOLTERO,Ford EcoSport 2018,5450000
2213,31,MASCULINO,SOLTERO,Ford Ranger 2016,7900000
2214,26,MASCULINO,SOLTERO,Mazda Allegro 2017,2675000
2215,23,MASCULINO,SOLTERO,Nissan Pathfinder 2017,8425000
2216,54,MASCULINO,SOLTERO,Kia Sportage 2014,6250000
2217,34,FEMENINO,SOLTERO,Kia Rio 2017,4425000
2218,43,FEMENINO,CASADO,Nissan Sentra 2015,5125000
2219,18,MASCULINO,SOLTERO,Chevrolet Aveo 2017,3175000
2220,46,MASCULINO,CASADO,Toyota Fortuner 2014,8850000
2221,56,MASCULINO,CASADO,Chevrolet Aveo 2014,3100000
2222,30,MASCULINO,CASADO,Toyota 4Runner 2015,10875000
2223,30,FEMENINO,CASADO,Chevrolet Optra 2016,3300000
2224,39,MASCULINO,SOLTERO,Nissan Frontier 2012,5300000
2225,40,MASCULINO,CASADO,Kia Sorento 2014,8350000
2226,40,FEMENINO,SOLTERO,Volkswagen Golf 2019,5825000
2227,33,MASCULINO,CASADO,Mazda CX5 2016,7900000
2228,47,MASCULINO,CASADO,Kia Sportage 2014,6250000
2229,49,MASCULINO,CASADO,Toyota 4Runner 2014,10850000
2230,46,MASCULINO,CASADO,Kia Picanto 2016,3550000
2231,41,MASCULINO,CASADO,Mazda CX5 2017,7925000
2232,35,FEMENINO,CASADO,Nissan Sentra 2014,5100000
2233,28,MASCULINO,SOLTERO,Toyota Corolla 2016,5750000
2234,30,MASCULINO,CASADO,Kia Sportage 2013,6225000
2235,39,MASCULINO,SOLTERO,Kia Sportage 2014,6250000
2236,50,FEMENINO,SOLTERO,Renault Clio 2013,2975000
2237,22,MASCULINO,SOLTERO,Toyota Hilux 2017,8925000
2238,39,MASCULINO,SOLTERO,Mazda Allegro 2016,2650000
2239,39,FEMENINO,SOLTERO,Kia Picanto 2015,3525000
2240,35,MASCULINO,CASADO,Renault Twingo 2015,2975000
2241,41,FEMENINO,SOLTERO,Toyota Hilux 2014,8850000
2242,22,MASCULINO,SOLTERO,Toyota 4Runner 2017,10925000
2243,52,FEMENINO,SOLTERO,Kia Sportage 2014,6250000
2244,32,MASCULINO,CASADO,Kia Cerato 2015,5375000
2245,38,MASCULINO,SOLTERO,Ford Ranger 2018,7950000
2246,56,FEMENINO,SOLTERO,Volkswagen Gol 2018,3700000
2247,26,FEMENINO,SOLTERO,Renault Duster 2013,4075000
2248,50,MASCULINO,SOLTERO,Kia Rio 2017,4425000
2249,58,MASCULINO,SOLTERO,Renault Clio 2015,3025000
2250,46,FEMENINO,SOLTERO,Toyota Hilux 2015,8875000
2251,35,FEMENINO,CASADO,Volkswagen Gol 2016,3650000
2252,36,FEMENINO,SOLTERO,Kia Picanto 2014,3500000
2253,32,FEMENINO,CASADO,Volkswagen Beetle 2012,5800000
2254,42,MASCULINO,SOLTERO,Volkswagen Golf 2014,5700000
2255,36,MASCULINO,CASADO,Kia Picanto 2016,3550000
2256,52,FEMENINO,CASADO,Mazda Seis 2019,7475000
2257,32,MASCULINO,CASADO,Renault Twingo 2015,2975000
2258,41,MASCULINO,CASADO,Volkswagen Beetle 2015,5875000
2259,41,FEMENINO,CASADO,Renault Logan 2015,4025000
2260,35,FEMENINO,SOLTERO,Renault Sandero 2013,3825000
2261,51,MASCULINO,SOLTERO,Renault Clio 2017,3075000
2262,31,FEMENINO,CASADO,Kia Sorento 2012,8300000
2264,38,FEMENINO,SOLTERO,Ford Explorer 2017,10925000
2265,34,MASCULINO,SOLTERO,Mazda Allegro 2016,2650000
2266,33,FEMENINO,SOLTERO,Kia Picanto 2013,3475000
2267,33,MASCULINO,SOLTERO,Renault Twingo 2015,2975000
2268,47,FEMENINO,CASADO,Toyota Corolla 2016,5750000
2269,34,FEMENINO,CASADO,Kia Sorento 2015,8375000
2270,18,MASCULINO,SOLTERO,Chevrolet Sail 2016,3650000
2271,46,FEMENINO,SOLTERO,Mazda Tres 2017,5675000
2272,48,MASCULINO,SOLTERO,Kia Sorento 2015,8375000
2273,19,FEMENINO,SOLTERO,Volkswagen Amarok 2013,6575000
2274,38,FEMENINO,CASADO,Chevrolet Sail 2017,3675000
2275,36,FEMENINO,CASADO,Mazda Allegro 2014,2600000
2276,42,FEMENINO,SOLTERO,Toyota 4Runner 2014,10850000
2277,51,FEMENINO,CASADO,Volkswagen Jetta 2012,6050000
2278,47,FEMENINO,SOLTERO,Volkswagen Jetta 2011,6025000
2279,32,MASCULINO,SOLTERO,Volkswagen Golf 2010,5600000
2280,31,MASCULINO,CASADO,Kia Rio 2013,4325000
2281,38,MASCULINO,CASADO,Toyota 4Runner 2014,10850000
2282,31,FEMENINO,SOLTERO,Volkswagen Amarok 2014,6600000
2283,49,FEMENINO,CASADO,Kia Sportage 2016,6300000
2284,48,FEMENINO,CASADO,Kia Picanto 2014,3500000
2285,39,FEMENINO,SOLTERO,Mazda Allegro 2016,2650000
2286,45,FEMENINO,SOLTERO,Ford EcoSport 2012,5300000
2288,48,MASCULINO,SOLTERO,Renault Duster 2015,4125000
2289,42,MASCULINO,SOLTERO,Ford Fiesta 2017,4925000
2290,35,MASCULINO,SOLTERO,Chevrolet Optra 2016,3300000
2291,23,MASCULINO,CASADO,Ford Ranger 2014,7850000
2292,53,MASCULINO,CASADO,Volkswagen Golf 2014,5700000
2293,48,FEMENINO,SOLTERO,Kia Cerato 2013,5325000
2294,25,FEMENINO,SOLTERO,Volkswagen Beetle 2015,5875000
2295,20,MASCULINO,SOLTERO,Ford Fiesta 2015,4875000
2296,33,FEMENINO,CASADO,Kia Sportage 2014,6250000
2298,38,FEMENINO,SOLTERO,Kia Sorento 2015,8375000
2299,54,FEMENINO,SOLTERO,Volkswagen Gol 2015,3625000
2300,57,FEMENINO,SOLTERO,Toyota Prado 2012,13800000
2301,35,MASCULINO,CASADO,Volkswagen Gol 2015,3625000
2302,40,FEMENINO,SOLTERO,Ford Escape 2013,6325000
2303,35,FEMENINO,CASADO,Chevrolet Optra 2014,3250000
2304,25,FEMENINO,CASADO,Kia Picanto 2015,3525000
2305,37,MASCULINO,CASADO,Renault Clio 2018,3100000
2306,49,MASCULINO,SOLTERO,Mazda Seis 2014,7350000
2307,35,MASCULINO,SOLTERO,Mazda Seis 2016,7400000
2308,34,MASCULINO,CASADO,Renault Duster 2017,4175000
2309,48,MASCULINO,SOLTERO,Mazda Allegro 2018,2700000
2310,34,MASCULINO,CASADO,Kia Sorento 2017,8425000
2311,33,FEMENINO,SOLTERO,Kia Cerato 2016,5400000
2313,35,FEMENINO,SOLTERO,Renault Duster 2014,4100000
2314,23,FEMENINO,CASADO,Nissan Pathfinder 2013,8325000
2315,42,MASCULINO,CASADO,Volkswagen Golf 2015,5725000
2317,41,MASCULINO,SOLTERO,Toyota Corolla 2016,5750000
2318,42,FEMENINO,CASADO,Volkswagen Gol 2013,3575000
2319,55,MASCULINO,CASADO,Ford Escape 2010,6250000
2320,26,MASCULINO,CASADO,Mazda Allegro 2016,2650000
2321,44,MASCULINO,SOLTERO,Volkswagen Golf 2013,5675000
2322,42,FEMENINO,SOLTERO,Renault Clio 2016,3050000
2323,27,FEMENINO,CASADO,Volkswagen Amarok 2013,6575000
2324,53,MASCULINO,CASADO,Volkswagen Jetta 2020,6250000
2325,47,FEMENINO,CASADO,Kia Sorento 2014,8350000
2326,27,MASCULINO,SOLTERO,Ford Fiesta 2017,4925000
2327,58,MASCULINO,SOLTERO,Mazda CX5 2018,7950000
2328,57,FEMENINO,SOLTERO,Kia Sportage 2017,6325000
2329,45,FEMENINO,CASADO,Renault Clio 2014,3000000
2330,37,FEMENINO,SOLTERO,Kia Sportage 2015,6275000
2331,27,FEMENINO,SOLTERO,Renault Twingo 2015,2975000
2332,39,MASCULINO,CASADO,Mazda CX5 2013,7825000
2333,40,MASCULINO,CASADO,Toyota Corolla 2014,5700000
2334,40,MASCULINO,SOLTERO,Mazda Allegro 2017,2675000
2335,45,FEMENINO,CASADO,Volkswagen Jetta 2013,6075000
2336,26,FEMENINO,CASADO,Renault Duster 2013,4075000
2337,35,FEMENINO,SOLTERO,Toyota Fortuner 2015,8875000
2338,39,FEMENINO,CASADO,Volkswagen Golf 2009,5575000
2340,33,FEMENINO,SOLTERO,Ford Explorer 2018,10950000
2341,18,MASCULINO,SOLTERO,Toyota Fortuner 2011,8775000
2342,29,FEMENINO,SOLTERO,Mazda Allegro 2012,2550000
2343,37,FEMENINO,CASADO,Renault Twingo 2015,2975000
2344,47,FEMENINO,SOLTERO,Kia Cerato 2014,5350000
2345,52,MASCULINO,CASADO,Volkswagen Beetle 2014,5850000
2346,38,FEMENINO,CASADO,Kia Picanto 2014,3500000
2347,45,FEMENINO,SOLTERO,Kia Sorento 2013,8325000
2348,44,FEMENINO,SOLTERO,Ford Escape 2013,6325000
2349,51,FEMENINO,SOLTERO,Mazda Tres 2017,5675000
2351,40,MASCULINO,CASADO,Ford Escape 2013,6325000
2352,40,FEMENINO,CASADO,Renault Clio 2014,3000000
2353,59,MASCULINO,CASADO,Renault Logan 2010,3900000
2354,55,FEMENINO,SOLTERO,Mazda Tres 2019,5725000
2355,40,MASCULINO,SOLTERO,Volkswagen Jetta 2015,6125000
2356,42,FEMENINO,SOLTERO,Kia Picanto 2013,3475000
2357,60,FEMENINO,SOLTERO,Toyota Prado 2019,13975000
2358,32,MASCULINO,CASADO,Volkswagen Amarok 2015,6625000
2359,55,FEMENINO,CASADO,Toyota Fortuner 2011,8775000
2360,36,FEMENINO,SOLTERO,Toyota Fortuner 2011,8775000
2362,52,FEMENINO,CASADO,Kia Sorento 2013,8325000
2363,44,FEMENINO,CASADO,Toyota Corolla 2013,5675000
2364,26,MASCULINO,CASADO,Volkswagen Beetle 2013,5825000
2365,50,MASCULINO,CASADO,Volkswagen Beetle 2019,5975000
2366,41,FEMENINO,SOLTERO,Nissan Frontier 2012,5300000
2367,48,MASCULINO,SOLTERO,Mazda Tres 2018,5700000
2368,44,FEMENINO,SOLTERO,Chevrolet Sail 2017,3675000
2370,43,FEMENINO,SOLTERO,Volkswagen Amarok 2012,6550000
2371,27,FEMENINO,CASADO,Renault Sandero 2013,3825000
2373,32,FEMENINO,SOLTERO,Volkswagen Gol 2014,3600000
2374,42,MASCULINO,SOLTERO,Volkswagen Gol 2013,3575000
2375,33,FEMENINO,CASADO,Toyota Fortuner 2016,8900000
2376,56,FEMENINO,CASADO,Renault Duster 2015,4125000
2377,24,MASCULINO,SOLTERO,Volkswagen Jetta 2015,6125000
2378,40,MASCULINO,CASADO,Toyota Prado 2016,13900000
2379,42,MASCULINO,CASADO,Toyota Hilux 2015,8875000
2380,44,FEMENINO,CASADO,Volkswagen Amarok 2013,6575000
2381,48,MASCULINO,SOLTERO,Ford Explorer 2014,10850000
2383,52,MASCULINO,CASADO,Kia Sorento 2014,8350000
2384,43,FEMENINO,SOLTERO,Nissan Sentra 2016,5150000
2385,50,MASCULINO,SOLTERO,Renault Sandero 2016,3900000
2386,37,MASCULINO,SOLTERO,Mazda Tres 2017,5675000
2387,34,FEMENINO,SOLTERO,Toyota Corolla 2016,5750000
2388,63,FEMENINO,SOLTERO,Renault Clio 2015,3025000
2389,27,MASCULINO,CASADO,Renault Duster 2014,4100000
2390,53,MASCULINO,CASADO,Volkswagen Beetle 2014,5850000
2391,38,MASCULINO,CASADO,Kia Sportage 2012,6200000
2392,19,FEMENINO,SOLTERO,Nissan Pathfinder 2016,8400000
2393,31,MASCULINO,SOLTERO,Kia Sportage 2014,6250000
2394,45,FEMENINO,SOLTERO,Ford Fiesta 2017,4925000
2395,47,MASCULINO,CASADO,Volkswagen Jetta 2010,6000000
2396,51,FEMENINO,CASADO,Ford Ranger 2014,7850000
2397,27,MASCULINO,SOLTERO,Toyota Corolla 2014,5700000
2398,37,MASCULINO,SOLTERO,Toyota 4Runner 2012,10800000
2399,47,FEMENINO,CASADO,Toyota Hilux 2014,8850000
2400,40,MASCULINO,SOLTERO,Kia Cerato 2014,5350000
2401,23,MASCULINO,CASADO,Toyota Fortuner 2010,8750000
2402,36,FEMENINO,SOLTERO,Kia Picanto 2014,3500000
2403,46,FEMENINO,CASADO,Toyota 4Runner 2012,10800000
2404,62,MASCULINO,SOLTERO,Toyota 4Runner 2013,10825000
2405,40,MASCULINO,CASADO,Mazda BT-50 2013,2375000
2406,25,MASCULINO,CASADO,Mazda CX5 2016,7900000
2407,28,MASCULINO,SOLTERO,Mazda Tres 2014,5600000
2408,31,MASCULINO,SOLTERO,Volkswagen Gol 2015,3625000
2409,36,FEMENINO,SOLTERO,Toyota Corolla 2012,5650000
2410,57,FEMENINO,CASADO,Kia Sorento 2012,8300000
2411,48,FEMENINO,CASADO,Volkswagen Beetle 2015,5875000
2412,29,FEMENINO,CASADO,Toyota Hilux 2011,8775000
2413,42,MASCULINO,CASADO,Volkswagen Gol 2016,3650000
2414,47,FEMENINO,CASADO,Nissan Sentra 2017,5175000
2415,44,FEMENINO,SOLTERO,Mazda Tres 2015,5625000
2416,34,MASCULINO,CASADO,Volkswagen Gol 2011,3525000
2417,46,FEMENINO,CASADO,Kia Sorento 2014,8350000
2418,61,FEMENINO,SOLTERO,Ford Fiesta 2015,4875000
2419,34,FEMENINO,CASADO,Kia Sorento 2013,8325000
2420,49,FEMENINO,SOLTERO,Volkswagen Gol 2015,3625000
2421,35,MASCULINO,SOLTERO,Toyota Hilux 2015,8875000
2422,43,MASCULINO,SOLTERO,Mazda Seis 2013,7325000
2423,26,MASCULINO,SOLTERO,Toyota Fortuner 2015,8875000
2424,53,MASCULINO,CASADO,Kia Rio 2015,4375000
2425,34,MASCULINO,CASADO,Kia Picanto 2013,3475000
2426,30,FEMENINO,SOLTERO,Kia Rio 2015,4375000
2427,43,MASCULINO,CASADO,Renault Duster 2014,4100000
2428,55,MASCULINO,CASADO,Chevrolet Sail 2015,3625000
2429,50,FEMENINO,CASADO,Chevrolet Optra 2015,3275000
2430,54,FEMENINO,CASADO,Kia Sportage 2015,6275000
2431,41,MASCULINO,SOLTERO,Chevrolet Sail 2015,3625000
2432,46,FEMENINO,CASADO,Kia Sorento 2013,8325000
2433,29,MASCULINO,SOLTERO,Renault Duster 2018,4200000
2434,39,MASCULINO,CASADO,Kia Sorento 2017,8425000
2435,29,FEMENINO,CASADO,Mazda Tres 2013,5575000
2436,44,MASCULINO,SOLTERO,Toyota 4Runner 2016,10900000
2437,40,MASCULINO,SOLTERO,Kia Sportage 2014,6250000
2438,31,MASCULINO,CASADO,Volkswagen Gol 2013,3575000
2439,43,MASCULINO,CASADO,Toyota Hilux 2015,8875000
2440,43,MASCULINO,SOLTERO,Kia Sportage 2010,6150000
2441,40,FEMENINO,SOLTERO,Nissan Pathfinder 2011,8275000
2442,58,FEMENINO,SOLTERO,Renault Twingo 2017,3025000
2443,43,MASCULINO,CASADO,Mazda CX5 2016,7900000
2444,44,MASCULINO,CASADO,Ford Fiesta 2016,4900000
2445,39,MASCULINO,CASADO,Kia Sportage 2016,6300000
2446,43,MASCULINO,CASADO,Volkswagen Gol 2020,3750000
2447,40,MASCULINO,SOLTERO,Mazda Allegro 2014,2600000
2449,38,MASCULINO,CASADO,Ford Explorer 2014,10850000
2450,47,FEMENINO,SOLTERO,Ford Explorer 2019,10975000
2452,30,MASCULINO,SOLTERO,Volkswagen Beetle 2016,5900000
2453,38,MASCULINO,CASADO,Chevrolet Spark GT 2015,3625000
2454,27,FEMENINO,CASADO,Toyota Fortuner 2015,8875000
2455,37,FEMENINO,CASADO,Toyota Fortuner 2013,8825000
2456,38,MASCULINO,SOLTERO,Toyota Fortuner 2016,8900000
2457,41,FEMENINO,SOLTERO,Ford Escape 2018,6450000
2458,52,FEMENINO,CASADO,Volkswagen Amarok 2015,6625000
2459,37,FEMENINO,CASADO,Renault Twingo 2015,2975000
2460,36,MASCULINO,SOLTERO,Ford Escape 2012,6300000
2461,42,MASCULINO,SOLTERO,Kia Sorento 2014,8350000
2462,28,MASCULINO,SOLTERO,Volkswagen Beetle 2015,5875000
2463,34,FEMENINO,CASADO,Kia Rio 2015,4375000
2464,49,MASCULINO,CASADO,Chevrolet Optra 2015,3275000
2465,44,FEMENINO,SOLTERO,Renault Twingo 2011,2875000
2466,49,MASCULINO,SOLTERO,Kia Sportage 2014,6250000
2467,54,FEMENINO,CASADO,Renault Sandero 2017,3925000
2468,45,FEMENINO,CASADO,Toyota Hilux 2016,8900000
2469,46,FEMENINO,CASADO,Kia Rio 2020,4500000
2471,32,MASCULINO,SOLTERO,Toyota Corolla 2015,5725000
2472,30,FEMENINO,CASADO,Kia Picanto 2013,3475000
2473,45,FEMENINO,SOLTERO,Volkswagen Golf 2018,5800000
2474,32,MASCULINO,SOLTERO,Chevrolet Aveo 2015,3125000
2475,48,MASCULINO,CASADO,Renault Twingo 2017,3025000
2476,46,MASCULINO,SOLTERO,Chevrolet Aveo 2013,3075000
2477,37,MASCULINO,CASADO,Kia Sportage 2013,6225000
2478,49,MASCULINO,CASADO,Kia Rio 2016,4400000
2479,43,MASCULINO,SOLTERO,Kia Sorento 2014,8350000
2480,34,MASCULINO,SOLTERO,Ford Ranger 2012,7800000
2481,21,MASCULINO,SOLTERO,Kia Picanto 2015,3525000
2482,27,MASCULINO,SOLTERO,Toyota Hilux 2015,8875000
2483,39,MASCULINO,SOLTERO,Mazda CX5 2017,7925000
2484,38,MASCULINO,CASADO,Renault Sandero 2016,3900000
2485,30,MASCULINO,CASADO,Ford EcoSport 2019,5475000
2486,33,MASCULINO,SOLTERO,Toyota Corolla 2014,5700000
2487,32,MASCULINO,SOLTERO,Mazda Allegro 2014,2600000
2488,41,FEMENINO,CASADO,Volkswagen Beetle 2017,5925000
2490,43,FEMENINO,SOLTERO,Chevrolet Aveo 2014,3100000
2491,36,MASCULINO,CASADO,Volkswagen Gol 2012,3550000
2492,45,MASCULINO,SOLTERO,Toyota Hilux 2011,8775000
2493,34,MASCULINO,CASADO,Chevrolet Aveo 2012,3050000
2494,21,FEMENINO,CASADO,Toyota Hilux 2016,8900000
2495,50,MASCULINO,SOLTERO,Kia Sorento 2015,8375000
2496,41,MASCULINO,SOLTERO,Kia Sorento 2013,8325000
2497,39,FEMENINO,SOLTERO,Ford Fiesta 2015,4875000
2498,42,FEMENINO,SOLTERO,Mazda Tres 2014,5600000
2499,49,FEMENINO,SOLTERO,Toyota Prado 2015,13875000
2500,22,MASCULINO,SOLTERO,Volkswagen Amarok 2014,6600000
2501,43,FEMENINO,SOLTERO,Kia Sportage 2017,6325000
2502,20,FEMENINO,SOLTERO,Toyota Prado 2014,13850000
2503,44,MASCULINO,CASADO,Kia Sportage 2016,6300000
2504,49,MASCULINO,SOLTERO,Kia Sportage 2018,6350000
2505,35,FEMENINO,SOLTERO,Chevrolet Aveo 2011,3025000
